Date,Time,Device Name,Device Type,Property,Value
12-jun.-2023,12:00 PM - 02:00 PM,Motion Sensor,MOTION_SENSOR,Motion Detection,9
12-jun.-2023,14:02,Fechadura,SMARTLOCK,Lock State,UNLOCKED
12-jun.-2023,14:02,Fechadura,SMARTLOCK,Lock State,LOCKED
12-jun.-2023,14:10,Motion Sensor,MOTION_SENSOR,Endpoint Health,UNREACHABLE
12-jun.-2023,14:10,Motion Sensor,MOTION_SENSOR,Endpoint Health,OK
12-jun.-2023,02:00 PM - 04:00 PM,Motion Sensor,MOTION_SENSOR,Motion Detection,3
12-jun.-2023,14:12,Fechadura,SMARTLOCK,Lock State,UNLOCKED
12-jun.-2023,14:12,Fechadura,SMARTLOCK,Lock State,LOCKED
12-jun.-2023,14:13,Motion Sensor,MOTION_SENSOR,Endpoint Health,UNREACHABLE
12-jun.-2023,14:17,Fechadura,SMARTLOCK,Endpoint Health,UNREACHABLE
13-jun.-2023,12:49,Fechadura,SMARTLOCK,Endpoint Health,OK
13-jun.-2023,12:53,Fechadura,SMARTLOCK,Endpoint Health,UNREACHABLE
13-jun.-2023,15:04,Fechadura,SMARTLOCK,Endpoint Health,OK
13-jun.-2023,15:04,Fechadura,SMARTLOCK,Lock State,UNLOCKED
13-jun.-2023,15:04,Motion Sensor,MOTION_SENSOR,Endpoint Health,OK
13-jun.-2023,15:09,Fechadura,SMARTLOCK,Lock State,LOCKED
13-jun.-2023,02:00 PM - 04:00 PM,Motion Sensor,MOTION_SENSOR,Motion Detection,6
14-jun.-2023,00:16,Fechadura,SMARTLOCK,Lock State,LOCKED
14-jun.-2023,01:39,Fechadura,SMARTLOCK,Lock State,LOCKED
14-jun.-2023,03:41,Fechadura,SMARTLOCK,Lock State,LOCKED
14-jun.-2023,05:06,Fechadura,SMARTLOCK,Lock State,LOCKED
14-jun.-2023,08:00 AM - 10:00 AM,Motion Sensor,MOTION_SENSOR,Motion Detection,1
14-jun.-2023,08:05,Fechadura,SMARTLOCK,Lock State,UNLOCKED
14-jun.-2023,14:15,Fechadura,SMARTLOCK,Lock State,UNLOCKED
14-jun.-2023,15:45,Fechadura,SMARTLOCK,Lock State,UNLOCKED
14-jun.-2023,02:00 PM - 04:00 PM,Motion Sensor,MOTION_SENSOR,Motion Detection,3
14-jun.-2023,15:51,Fechadura,SMARTLOCK,Lock State,UNLOCKED
14-jun.-2023,15:51,Fechadura,SMARTLOCK,Lock State,LOCKED
14-jun.-2023,16:08,Fechadura,SMARTLOCK,Lock State,LOCKED
14-jun.-2023,16:11,Fechadura,SMARTLOCK,Lock State,UNLOCKED
14-jun.-2023,16:25,Fechadura,SMARTLOCK,Lock State,UNLOCKED
14-jun.-2023,04:00 PM - 06:00 PM,Motion Sensor,MOTION_SENSOR,Motion Detection,4
14-jun.-2023,06:00 PM - 08:00 PM,Motion Sensor,MOTION_SENSOR,Motion Detection,2
15-jun.-2023,03:10,Fechadura,SMARTLOCK,Lock State,LOCKED
15-jun.-2023,03:53,Fechadura,SMARTLOCK,Lock State,LOCKED
15-jun.-2023,05:28,Fechadura,SMARTLOCK,Lock State,LOCKED
15-jun.-2023,07:54,Fechadura,SMARTLOCK,Lock State,LOCKED
15-jun.-2023,11:12,Fechadura,SMARTLOCK,Lock State,UNLOCKED
15-jun.-2023,11:13,Fechadura,SMARTLOCK,Lock State,LOCKED
15-jun.-2023,11:14,Fechadura,SMARTLOCK,Lock State,UNLOCKED
15-jun.-2023,11:14,Fechadura,SMARTLOCK,Lock State,LOCKED
15-jun.-2023,11:54,Fechadura,SMARTLOCK,Lock State,UNLOCKED
15-jun.-2023,11:54,Fechadura,SMARTLOCK,Lock State,LOCKED
15-jun.-2023,10:00 AM - 12:00 PM,Motion Sensor,MOTION_SENSOR,Motion Detection,4
15-jun.-2023,11:58,Fechadura,SMARTLOCK,Lock State,UNLOCKED
15-jun.-2023,11:58,Fechadura,SMARTLOCK,Lock State,LOCKED
15-jun.-2023,12:43,Fechadura,SMARTLOCK,Lock State,UNLOCKED
15-jun.-2023,12:43,Fechadura,SMARTLOCK,Lock State,LOCKED
15-jun.-2023,13:08,Fechadura,SMARTLOCK,Lock State,UNLOCKED
15-jun.-2023,13:08,Fechadura,SMARTLOCK,Lock State,LOCKED
15-jun.-2023,12:00 PM - 02:00 PM,Motion Sensor,MOTION_SENSOR,Motion Detection,9
15-jun.-2023,02:00 PM - 04:00 PM,Motion Sensor,MOTION_SENSOR,Motion Detection,7
15-jun.-2023,15:54,Fechadura,SMARTLOCK,Lock State,LOCKED
15-jun.-2023,16:10,Fechadura,SMARTLOCK,Lock State,UNLOCKED
15-jun.-2023,04:00 PM - 06:00 PM,Motion Sensor,MOTION_SENSOR,Motion Detection,8
15-jun.-2023,23:51,Fechadura,SMARTLOCK,Lock State,UNLOCKED
16-jun.-2023,01:13,Fechadura,SMARTLOCK,Lock State,UNLOCKED
16-jun.-2023,02:39,Fechadura,SMARTLOCK,Lock State,UNLOCKED
16-jun.-2023,08:00 AM - 10:00 AM,Motion Sensor,MOTION_SENSOR,Motion Detection,5
16-jun.-2023,10:00 AM - 12:00 PM,Motion Sensor,MOTION_SENSOR,Motion Detection,4
16-jun.-2023,12:00 PM - 02:00 PM,Motion Sensor,MOTION_SENSOR,Motion Detection,1
16-jun.-2023,13:39,Fechadura,SMARTLOCK,Lock State,LOCKED
16-jun.-2023,17:03,Fechadura,SMARTLOCK,Lock State,LOCKED
16-jun.-2023,04:00 PM - 06:00 PM,Motion Sensor,MOTION_SENSOR,Motion Detection,5
16-jun.-2023,17:53,Motion Sensor,MOTION_SENSOR,Endpoint Health,UNREACHABLE
17-jun.-2023,00:39,Fechadura,SMARTLOCK,Endpoint Health,UNREACHABLE
19-jun.-2023,13:38,Fechadura,SMARTLOCK,Endpoint Health,OK
19-jun.-2023,13:38,Fechadura,SMARTLOCK,Lock State,UNLOCKED
19-jun.-2023,13:40,Motion Sensor,MOTION_SENSOR,Endpoint Health,OK
19-jun.-2023,12:00 PM - 02:00 PM,Motion Sensor,MOTION_SENSOR,Motion Detection,1
19-jun.-2023,14:02,Fechadura,SMARTLOCK,Lock State,UNLOCKED
19-jun.-2023,15:14,Fechadura,SMARTLOCK,Lock State,UNLOCKED
19-jun.-2023,02:00 PM - 04:00 PM,Motion Sensor,MOTION_SENSOR,Motion Detection,8
19-jun.-2023,16:59,Fechadura,SMARTLOCK,Lock State,UNLOCKED
19-jun.-2023,04:00 PM - 06:00 PM,Motion Sensor,MOTION_SENSOR,Motion Detection,4
19-jun.-2023,18:48,Fechadura,SMARTLOCK,Lock State,UNLOCKED
19-jun.-2023,21:31,Fechadura,SMARTLOCK,Lock State,UNLOCKED
20-jun.-2023,09:42,Fechadura,SMARTLOCK,Lock State,UNLOCKED
20-jun.-2023,08:00 AM - 10:00 AM,Motion Sensor,MOTION_SENSOR,Motion Detection,1
20-jun.-2023,10:00 AM - 12:00 PM,Motion Sensor,MOTION_SENSOR,Motion Detection,1
20-jun.-2023,12:29,Fechadura,SMARTLOCK,Lock State,LOCKED
21-jun.-2023,08:42,Fechadura,SMARTLOCK,Lock State,LOCKED
21-jun.-2023,15:06,Fechadura,SMARTLOCK,Lock State,LOCKED
22-jun.-2023,10:03,Fechadura,SMARTLOCK,Lock State,LOCKED
22-jun.-2023,10:25,Fechadura,SMARTLOCK,Lock State,LOCKED
22-jun.-2023,11:32,Fechadura,SMARTLOCK,Lock State,LOCKED
22-jun.-2023,10:00 AM - 12:00 PM,Motion Sensor,MOTION_SENSOR,Motion Detection,12
22-jun.-2023,13:49,Fechadura,SMARTLOCK,Lock State,LOCKED
22-jun.-2023,12:00 PM - 02:00 PM,Motion Sensor,MOTION_SENSOR,Motion Detection,9
22-jun.-2023,02:00 PM - 04:00 PM,Motion Sensor,MOTION_SENSOR,Motion Detection,8
22-jun.-2023,15:33,Fechadura,SMARTLOCK,Lock State,LOCKED
22-jun.-2023,16:13,Fechadura,SMARTLOCK,Lock State,LOCKED
22-jun.-2023,16:43,Fechadura,SMARTLOCK,Lock State,LOCKED
22-jun.-2023,04:00 PM - 06:00 PM,Motion Sensor,MOTION_SENSOR,Motion Detection,8
23-jun.-2023,12:00 PM - 02:00 PM,Motion Sensor,MOTION_SENSOR,Motion Detection,1
23-jun.-2023,13:04,Fechadura,SMARTLOCK,Lock State,LOCKED
23-jun.-2023,02:00 PM - 04:00 PM,Motion Sensor,MOTION_SENSOR,Motion Detection,2
23-jun.-2023,15:46,Fechadura,SMARTLOCK,Lock State,LOCKED
23-jun.-2023,16:58,Fechadura,SMARTLOCK,Lock State,LOCKED
23-jun.-2023,04:00 PM - 06:00 PM,Motion Sensor,MOTION_SENSOR,Motion Detection,1
25-jun.-2023,10:25,Fechadura,SMARTLOCK,Lock State,LOCKED
26-jun.-2023,13:13,Fechadura,SMARTLOCK,Lock State,LOCKED
26-jun.-2023,13:49,Fechadura,SMARTLOCK,Lock State,LOCKED
26-jun.-2023,12:00 PM - 02:00 PM,Motion Sensor,MOTION_SENSOR,Motion Detection,5
26-jun.-2023,14:44,Fechadura,SMARTLOCK,Lock State,LOCKED
26-jun.-2023,14:46,Fechadura,SMARTLOCK,Lock State,UNLOCKED
26-jun.-2023,02:00 PM - 04:00 PM,Motion Sensor,MOTION_SENSOR,Motion Detection,4
26-jun.-2023,16:07,Fechadura,SMARTLOCK,Lock State,LOCKED
26-jun.-2023,04:00 PM - 06:00 PM,Motion Sensor,MOTION_SENSOR,Motion Detection,3
26-jun.-2023,06:00 PM - 08:00 PM,Motion Sensor,MOTION_SENSOR,Motion Detection,1
26-jun.-2023,18:04,Fechadura,SMARTLOCK,Lock State,LOCKED
27-jun.-2023,02:38,Fechadura,SMARTLOCK,Lock State,LOCKED
27-jun.-2023,10:36,Fechadura,SMARTLOCK,Lock State,LOCKED
27-jun.-2023,10:00 AM - 12:00 PM,Motion Sensor,MOTION_SENSOR,Motion Detection,3
27-jun.-2023,11:43,Fechadura,SMARTLOCK,Lock State,LOCKED
27-jun.-2023,12:00 PM - 02:00 PM,Motion Sensor,MOTION_SENSOR,Motion Detection,1
27-jun.-2023,12:11,Fechadura,SMARTLOCK,Lock State,LOCKED
29-jun.-2023,02:39,Fechadura,SMARTLOCK,Lock State,LOCKED
29-jun.-2023,10:36,Fechadura,SMARTLOCK,Lock State,LOCKED
29-jun.-2023,10:00 AM - 12:00 PM,Motion Sensor,MOTION_SENSOR,Motion Detection,3
29-jun.-2023,12:10,Fechadura,SMARTLOCK,Lock State,LOCKED
29-jun.-2023,12:00 PM - 02:00 PM,Motion Sensor,MOTION_SENSOR,Motion Detection,8
29-jun.-2023,02:00 PM - 04:00 PM,Motion Sensor,MOTION_SENSOR,Motion Detection,5
29-jun.-2023,16:28,Fechadura,SMARTLOCK,Lock State,LOCKED
29-jun.-2023,04:00 PM - 06:00 PM,Motion Sensor,MOTION_SENSOR,Motion Detection,3
04-jul.-2023,10:34,Fechadura,SMARTLOCK,Lock State,LOCKED
04-jul.-2023,11:22,Fechadura,SMARTLOCK,Lock State,LOCKED
04-jul.-2023,10:00 AM - 12:00 PM,Motion Sensor,MOTION_SENSOR,Motion Detection,3
04-jul.-2023,12:00 PM - 02:00 PM,Motion Sensor,MOTION_SENSOR,Motion Detection,1
05-jul.-2023,23:22,Fechadura,SMARTLOCK,Endpoint Health,OK
05-jul.-2023,23:25,Motion Sensor,MOTION_SENSOR,Endpoint Health,UNREACHABLE
05-jul.-2023,23:25,Motion Sensor,MOTION_SENSOR,Endpoint Health,OK
06-jul.-2023,00:12,Fechadura,SMARTLOCK,Endpoint Health,OK
06-jul.-2023,10:18,Fechadura,SMARTLOCK,Lock State,LOCKED
06-jul.-2023,11:20,Fechadura,SMARTLOCK,Lock State,LOCKED
06-jul.-2023,10:00 AM - 12:00 PM,Motion Sensor,MOTION_SENSOR,Motion Detection,16
06-jul.-2023,12:50,Fechadura,SMARTLOCK,Lock State,LOCKED
06-jul.-2023,12:00 PM - 02:00 PM,Motion Sensor,MOTION_SENSOR,Motion Detection,8
06-jul.-2023,14:02,Fechadura,SMARTLOCK,Lock State,LOCKED
06-jul.-2023,02:00 PM - 04:00 PM,Motion Sensor,MOTION_SENSOR,Motion Detection,4
06-jul.-2023,15:06,Fechadura,SMARTLOCK,Lock State,LOCKED
08-jul.-2023,17:50,Motion Sensor,MOTION_SENSOR,Endpoint Health,UNREACHABLE
08-jul.-2023,17:52,Fechadura,SMARTLOCK,Endpoint Health,UNREACHABLE
10-jul.-2023,13:44,Motion Sensor,MOTION_SENSOR,Endpoint Health,OK
10-jul.-2023,13:44,Fechadura,SMARTLOCK,Endpoint Health,OK
10-jul.-2023,13:44,Fechadura,SMARTLOCK,Lock State,LOCKED
10-jul.-2023,12:00 PM - 02:00 PM,Motion Sensor,MOTION_SENSOR,Motion Detection,3
10-jul.-2023,02:00 PM - 04:00 PM,Motion Sensor,MOTION_SENSOR,Motion Detection,5
10-jul.-2023,16:21,Fechadura,SMARTLOCK,Lock State,LOCKED
10-jul.-2023,04:00 PM - 06:00 PM,Motion Sensor,MOTION_SENSOR,Motion Detection,4
10-jul.-2023,23:15,Motion Sensor,MOTION_SENSOR,Endpoint Health,UNREACHABLE
10-jul.-2023,23:15,Fechadura,SMARTLOCK,Endpoint Health,UNREACHABLE
10-jul.-2023,23:17,Fechadura,SMARTLOCK,Endpoint Health,OK
10-jul.-2023,23:21,Fechadura,SMARTLOCK,Endpoint Health,UNREACHABLE
10-jul.-2023,23:21,Fechadura,SMARTLOCK,Endpoint Health,OK
10-jul.-2023,23:21,Motion Sensor,MOTION_SENSOR,Endpoint Health,OK
11-jul.-2023,10:57,Fechadura,SMARTLOCK,Lock State,LOCKED
11-jul.-2023,11:47,Fechadura,SMARTLOCK,Lock State,LOCKED
11-jul.-2023,10:00 AM - 12:00 PM,Motion Sensor,MOTION_SENSOR,Motion Detection,6
11-jul.-2023,12:00 PM - 02:00 PM,Motion Sensor,MOTION_SENSOR,Motion Detection,1
12-jul.-2023,08:00 AM - 10:00 AM,Motion Sensor,MOTION_SENSOR,Motion Detection,1
12-jul.-2023,09:19,Fechadura,SMARTLOCK,Lock State,LOCKED
12-jul.-2023,10:31,Fechadura,SMARTLOCK,Lock State,LOCKED
12-jul.-2023,13:05,Fechadura,SMARTLOCK,Lock State,LOCKED
12-jul.-2023,15:35,Fechadura,SMARTLOCK,Lock State,LOCKED
12-jul.-2023,04:00 PM - 06:00 PM,Motion Sensor,MOTION_SENSOR,Motion Detection,1
14-jul.-2023,02:11,Fechadura,SMARTLOCK,Endpoint Health,UNREACHABLE
14-jul.-2023,02:12,Fechadura,SMARTLOCK,Endpoint Health,OK
14-jul.-2023,02:44,Fechadura,SMARTLOCK,Endpoint Health,UNREACHABLE
14-jul.-2023,02:44,Fechadura,SMARTLOCK,Endpoint Health,OK
15-jul.-2023,07:15,Motion Sensor,MOTION_SENSOR,Endpoint Health,UNREACHABLE
15-jul.-2023,07:16,Motion Sensor,MOTION_SENSOR,Endpoint Health,OK
17-jul.-2023,13:22,Fechadura,SMARTLOCK,Lock State,LOCKED
17-jul.-2023,12:00 PM - 02:00 PM,Motion Sensor,MOTION_SENSOR,Motion Detection,6
17-jul.-2023,02:00 PM - 04:00 PM,Motion Sensor,MOTION_SENSOR,Motion Detection,5
17-jul.-2023,15:50,Fechadura,SMARTLOCK,Lock State,LOCKED
17-jul.-2023,04:00 PM - 06:00 PM,Motion Sensor,MOTION_SENSOR,Motion Detection,1
19-jul.-2023,13:57,Motion Sensor,MOTION_SENSOR,Endpoint Health,UNREACHABLE
19-jul.-2023,13:59,Fechadura,SMARTLOCK,Endpoint Health,UNREACHABLE
20-jul.-2023,11:16,Fechadura,SMARTLOCK,Endpoint Health,OK
20-jul.-2023,11:19,Fechadura,SMARTLOCK,Endpoint Health,UNREACHABLE
27-jul.-2023,10:52,Motion Sensor,MOTION_SENSOR,Endpoint Health,OK
27-jul.-2023,10:52,Fechadura,SMARTLOCK,Endpoint Health,OK
27-jul.-2023,10:52,Fechadura,SMARTLOCK,Lock State,LOCKED
27-jul.-2023,10:00 AM - 12:00 PM,Motion Sensor,MOTION_SENSOR,Motion Detection,2
27-jul.-2023,13:04,Fechadura,SMARTLOCK,Lock State,LOCKED
27-jul.-2023,12:00 PM - 02:00 PM,Motion Sensor,MOTION_SENSOR,Motion Detection,9
27-jul.-2023,15:15,Fechadura,SMARTLOCK,Lock State,LOCKED
27-jul.-2023,02:00 PM - 04:00 PM,Motion Sensor,MOTION_SENSOR,Motion Detection,5
31-jul.-2023,14:32,Fechadura,SMARTLOCK,Lock State,LOCKED
31-jul.-2023,02:00 PM - 04:00 PM,Motion Sensor,MOTION_SENSOR,Motion Detection,2
31-jul.-2023,04:00 PM - 06:00 PM,Motion Sensor,MOTION_SENSOR,Motion Detection,1
31-jul.-2023,16:16,Fechadura,SMARTLOCK,Lock State,LOCKED
01-Aug-2023,10:58,Fechadura,SMARTLOCK,Lock State,LOCKED
01-Aug-2023,10:00 AM - 12:00 PM,Motion Sensor,MOTION_SENSOR,Motion Detection,7
01-Aug-2023,12:12,Fechadura,SMARTLOCK,Lock State,UNLOCKED
01-Aug-2023,13:13,Fechadura,SMARTLOCK,Lock State,UNLOCKED
01-Aug-2023,12:00 PM - 02:00 PM,Motion Sensor,MOTION_SENSOR,Motion Detection,7
01-Aug-2023,15:08,Fechadura,SMARTLOCK,Lock State,UNLOCKED
01-Aug-2023,02:00 PM - 04:00 PM,Motion Sensor,MOTION_SENSOR,Motion Detection,10
01-Aug-2023,04:00 PM - 06:00 PM,Motion Sensor,MOTION_SENSOR,Motion Detection,1
01-Aug-2023,17:51,Fechadura,SMARTLOCK,Lock State,LOCKED
01-Aug-2023,06:00 PM - 08:00 PM,Motion Sensor,MOTION_SENSOR,Motion Detection,1
01-Aug-2023,18:51,Fechadura,SMARTLOCK,Lock State,LOCKED
02-Aug-2023,13:17,Fechadura,SMARTLOCK,Lock State,LOCKED
02-Aug-2023,12:00 PM - 02:00 PM,Motion Sensor,MOTION_SENSOR,Motion Detection,2
02-Aug-2023,14:15,Fechadura,SMARTLOCK,Lock State,LOCKED
02-Aug-2023,02:00 PM - 04:00 PM,Motion Sensor,MOTION_SENSOR,Motion Detection,6
02-Aug-2023,14:58,Fechadura,SMARTLOCK,Lock State,UNLOCKED
02-Aug-2023,16:08,Fechadura,SMARTLOCK,Lock State,UNLOCKED
02-Aug-2023,16:49,Fechadura,SMARTLOCK,Lock State,UNLOCKED
02-Aug-2023,04:00 PM - 06:00 PM,Motion Sensor,MOTION_SENSOR,Motion Detection,5
03-Aug-2023,10:41,Fechadura,SMARTLOCK,Lock State,UNLOCKED
03-Aug-2023,10:00 AM - 12:00 PM,Motion Sensor,MOTION_SENSOR,Motion Detection,4
03-Aug-2023,12:13,Fechadura,SMARTLOCK,Lock State,UNLOCKED
03-Aug-2023,13:16,Fechadura,SMARTLOCK,Lock State,LOCKED
03-Aug-2023,13:51,Fechadura,SMARTLOCK,Lock State,LOCKED
03-Aug-2023,12:00 PM - 02:00 PM,Motion Sensor,MOTION_SENSOR,Motion Detection,10
03-Aug-2023,15:03,Fechadura,SMARTLOCK,Lock State,LOCKED
03-Aug-2023,02:00 PM - 04:00 PM,Motion Sensor,MOTION_SENSOR,Motion Detection,7
03-Aug-2023,16:00,Fechadura,SMARTLOCK,Lock State,LOCKED
03-Aug-2023,16:55,Fechadura,SMARTLOCK,Lock State,UNLOCKED
03-Aug-2023,04:00 PM - 06:00 PM,Motion Sensor,MOTION_SENSOR,Motion Detection,9
03-Aug-2023,06:00 PM - 08:00 PM,Motion Sensor,MOTION_SENSOR,Motion Detection,3
03-Aug-2023,19:04,Fechadura,SMARTLOCK,Lock State,UNLOCKED
04-Aug-2023,08:00 AM - 10:00 AM,Motion Sensor,MOTION_SENSOR,Motion Detection,1
04-Aug-2023,08:43,Fechadura,SMARTLOCK,Lock State,UNLOCKED
04-Aug-2023,19:14,Fechadura,SMARTLOCK,Lock State,UNLOCKED
04-Aug-2023,06:00 PM - 08:00 PM,Motion Sensor,MOTION_SENSOR,Motion Detection,2
04-Aug-2023,10:00 PM - 12:00 AM,Motion Sensor,MOTION_SENSOR,Motion Detection,1
05-Aug-2023,00:13,Motion Sensor,MOTION_SENSOR,Endpoint Health,UNREACHABLE
05-Aug-2023,00:16,Fechadura,SMARTLOCK,Endpoint Health,UNREACHABLE
07-Aug-2023,14:18,Motion Sensor,MOTION_SENSOR,Endpoint Health,OK
07-Aug-2023,14:18,Fechadura,SMARTLOCK,Endpoint Health,OK
07-Aug-2023,14:18,Fechadura,SMARTLOCK,Lock State,LOCKED
07-Aug-2023,14:20,Fechadura,SMARTLOCK,Endpoint Health,OK
07-Aug-2023,02:00 PM - 04:00 PM,Motion Sensor,MOTION_SENSOR,Motion Detection,6
07-Aug-2023,16:26,Fechadura,SMARTLOCK,Lock State,LOCKED
